,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Antigüedad,Bodegas,Orientación
518,....,Departamento,Publicado hace 6 días,2021-07-01,"Darío Urzúa 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",410.000,,"0,31 UF/m²","0,34 UF/m²",44 m²,38 m²,1,1,1,,,,,,,
519,Se Arrienda Impecable Y Amplio Dormitorio/suecia,Departamento,Publicado hace 6 días,2021-07-01,"Suecia 900 - 1200, Los Leones, Providencia, RM (Metropolitana)",250.000,,"0,06 UF/m²",,136 m²,126 m²,1,1,,,,,,,,
520,Metro Pedro De Valdivia,Departamento,Publicado hace 6 días,2021-07-01,"Avenida Pedro De Valdivia 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",400.000,,"0,45 UF/m²","0,34 UF/m²",30 m²,30 m²,1,1,,,,,,,,
521,Arriendo Departamento Carmen Sylva  Comuna De Providencia 2d,Departamento,Publicado hace 5 días,2021-07-01,"Carmen Sylva 2700 - 3000, Las Lilas, Providencia, RM (Metropolitana)",520.000,,"0,22 UF/m²","0,28 UF/m²",80 m²,80 m²,2,2,1,,,,,,,
522,Arriendo /  Terraza / Calle Tranquila,Departamento,Publicado hace 5 días,2021-07-01,"Dr. Roberto Del Rio 900 - 1200, Las Lilas, Providencia, RM (Metropolitana)",750.000,,"0,23 UF/m²","0,25 UF/m²",110 m²,95 m²,3,3,2,180000 CLP,,,,,,
523,Lyon/pocuro,Departamento,Publicado hace 5 días,2021-07-01,"Ricardo Lyon 1500 - 1800, Manuel Montt, Providencia, RM (Metropolitana)",680.000,,"0,23 UF/m²","0,25 UF/m²",100 m²,90 m²,3,3,1,,,,,,,
524,Hermoso Departamento Av. Ricardo Lyon Con Diego De Almagro,Departamento,Publicado hace 5 días,2021-07-01,"Avenida Ricardo Lyon 2400 - 2700, Providencia, RM (Metropolitana)",1.150.000,,"0,33 UF/m²","0,24 UF/m²",118 m²,108 m²,3,2,2,300000 CLP,,,,,,
525,"Excelente Depto  Luminoso Living-comedor , 2 Dormitorios",Departamento,Publicado hace 5 días,2021-07-01,"Valenzuela Castillo 1650, Pedro de Valdivia, Providencia, RM (Metropolitana)",600.000,,"0,33 UF/m²","0,28 UF/m²",62 m²,60 m²,2,2,1,,,,,,,
526,Amplio Departamento En Calle Willie Arthur.,Departamento,Publicado hace 4 días,2021-07-01,"Willie Arthur 2030, Inés de Suárez, Providencia, RM (Metropolitana)",880.000,,"0,29 UF/m²","0,26 UF/m²",102 m²,98 m²,3,2,2,250000 CLP,,,,,,
527,"Amplio Departamento 202 En Los Estanques 1960, Providencia",Departamento,Publicado hace 4 días,2021-07-01,"Los Estanques 1960 - Departamento 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",600.000,,"0,25 UF/m²","0,28 UF/m²",80 m²,80 m²,2,2,1,170000 CLP,,,,,,
528,A Pasos Del Metro Pedro De Valdivia ,Departamento,Publicado hace 4 días,2021-07-01,"Diego De Velásquez 1800 - 2100, Manuel Montt, Providencia, RM (Metropolitana)",450.000,,"0,29 UF/m²","0,32 UF/m²",53 m²,50 m²,2,2,,105000 CLP,,,,,,
529,Oportunidad Departamento  1er Piso Con Jardín,Departamento,Publicado hace 4 días,2021-07-01,"Carlos Antúnez 2400 - 2700, Providencia, RM (Metropolitana)",27,820.073,"0,24 UF/m²",,114 m²,100 m²,4,3,1,85000 CLP,,,,,,
530,Las Dalias/el Vergel/ Amplia Terraza Panoramica,Departamento,Publicado hace 3 días,2021-07-01,"Las Dalias 2860, Las Lilas, Providencia, RM (Metropolitana)",500.000,,"0,21 UF/m²",,80 m²,50 m²,1,2,1,,,,,,,
531,Arriendo Depto 1d Y 1b Cerca Metro Salvador,Departamento,Publicado hace 3 días,2021-07-01,"Avenida Providencia 300 - 600, Salvador, Providencia, RM (Metropolitana)",370.000,,"0,31 UF/m²","0,34 UF/m²",40 m²,38 m²,1,1,1,,,,,,,
532,Metro Tobalaba / Con Estacionamiento / Disp. Inmediata,Departamento,Publicado hace 3 días,2021-07-01,"El Canelo 2700 - 3000, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",400.000,,"0,23 UF/m²","0,29 UF/m²",58 m²,55 m²,1,1,1,,,,,,,
533,Metro Pedro De Valdivia / Estudio Amoblado / Disponibili...,Departamento,Publicado hace 3 días,2021-07-01,"Metro Pedro De Valdivia / Estudio Amoblado / Disponibilidad Inmediata, Pedro de Valdivia, Providencia, RM (Metropolitana)",11,328.326,"0,37 UF/m²","0,34 UF/m²",30 m²,30 m²,1,1,,,,,,,,
534,"Carmen Silva, Nororiente!!",Departamento,Publicado hace 3 días,2021-07-01,"Carmen Sylva 2400 - 2700, Las Lilas, Providencia, RM (Metropolitana)",600.000,,"0,34 UF/m²","0,31 UF/m²",60 m²,60 m²,2,2,1,,,,,,,
535,Matilde Salamanca ,Departamento,Publicado hace 3 días,2021-07-01,"Matilde Salamanca 900 - 1200, Pedro de Valdivia, Providencia, RM (Metropolitana)",450.000,,"0,41 UF/m²","0,34 UF/m²",37.4 m²,33.94 m²,1,1,1,65000 CLP,,,,,,
536,Metro Manuel Montt,Departamento,Publicado hace 3 días,2021-07-01,"Nueva Providencia 1200 - 1500, Manuel Montt, Providencia, RM (Metropolitana)",400.000,,"0,31 UF/m²","0,34 UF/m²",43 m²,38 m²,1,1,,70000 CLP,,,,,,
537,Metro Tobalaba / El Bosque / Con Estacionamiento,Departamento,Publicado hace 3 días,2021-07-01,"El Canelo 2700 - 3000, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",400.000,,"0,27 UF/m²","0,34 UF/m²",50 m²,50 m²,1,1,1,140000 CLP,,,,,,
538,Metro Tobalaba / Con Estacionamiento,Departamento,Publicado hace 3 días,2021-07-01,"El Canelo 2700 - 3000, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",450.000,,"0,3 UF/m²","0,34 UF/m²",50 m²,50 m²,1,1,1,140000 CLP,,,,,,
539,"Cómodo, Moderno Y Luminoso Departamento.",Departamento,Publicado hace 3 días,2021-07-01,"Suecia 2400 - 2700, Campus Oriente, Providencia, RM (Metropolitana)",600.000,,"0,25 UF/m²","0,28 UF/m²",80 m²,73 m²,2,2,1,,,,,,,
540,Arrienda En Exclusiva Votre Maison Maravilloso Departamento ,Departamento,Publicado hace 3 días,2021-07-01,"Las Hortensias 2700 - 3000, Las Lilas, Providencia, RM (Metropolitana)",700.000,,"0,26 UF/m²",,90 m²,90 m²,2,3,1,200000 CLP,,,,,,
541,Hernando De Aguirre,Departamento,Publicado hace 3 días,2021-07-01,"Avenida Hernando De Aguirre 1556, Las Lilas, Providencia, RM (Metropolitana)",450.000,,"0,31 UF/m²","0,32 UF/m²",49 m²,49 m²,2,2,1,,,,,,,
542,Nuevo- Moderno- Amplia Terraza- Maiten Propiedades,Departamento,Publicado hace 2 días,2021-07-01,"Eduardo De La Barra 1500 - 1800, Inés de Suárez, Providencia, RM (Metropolitana)",1.100.000,,"0,29 UF/m²",,127 m²,100 m²,3,3,2,190000 CLP,,,,,,
543,Metro Los Leones.,Departamento,Publicado hace 2 días,2021-07-01,"Suecia 900 - 1200, Los Leones, Providencia, RM (Metropolitana)",450.000,,"0,38 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,1,100000 CLP,,,,,,
544,Metro Baquedano/ María Luisa Santander / Metro Salvador,Departamento,Publicado hace 2 días,2021-07-01,"María Luisa Santander 300 - 600, Plaza Italia, Providencia, RM (Metropolitana)",570.000,,"0,22 UF/m²","0,26 UF/m²",88 m²,80 m²,3,2,1,,,,,,,
545,"Plazas, Club Providencia Y Café Sin Subirse. Al Auto",Departamento,Publicado hace 2 días,2021-07-01,"Hernando De Aguirre 1500 - 1800, Las Lilas, Providencia, RM (Metropolitana)",16,475.405,"0,3 UF/m²","0,34 UF/m²",54 m²,42 m²,1,1,1,,,,,,,
546,Se Arrienda Depto 1d1b Nueva Providencia Metro Los Leones,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Nueva Providencia 1 - 300, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",445.000,,"0,3 UF/m²","0,34 UF/m²",50 m²,40 m²,1,1,1,,,,,,,
547,"Luminoso Departamento , 2 Dorm., Cocina Amplia Independiente",Departamento,Publicado hace 2 días,2021-07-01,"Valenzuela Castillo 1500 - 1800, Pedro de Valdivia, Providencia, RM (Metropolitana)",600.000,,"0,29 UF/m²","0,28 UF/m²",70 m²,70 m²,2,2,1,,,,,,,
548,Excelente Ubicación,Departamento,Publicado hace 2 días,2021-07-01,"Padre Mariano 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",520.000,,"0,35 UF/m²","0,32 UF/m²",50 m²,45 m²,2,2,,82000 CLP,,,,,,
549,Se Arrienda Fabuloso Departamento Amoblado Metro Manuel Mont,Departamento,Publicado hace 2 días,2021-07-01,"Antonio Varas 106, Pedro de Valdivia, Providencia, RM (Metropolitana)",590.000,,"0,22 UF/m²","0,26 UF/m²",90 m²,90 m²,3,2,,40000 CLP,,,,,,
550,Departamento En Moderno Edificio 2 Dorms 2 Estac - Bodega,Departamento,Publicado hace 2 días,2021-07-01,"Rep De Cuba 1500 - 1800, Las Lilas, Providencia, RM (Metropolitana)",720.000,,"0,26 UF/m²","0,28 UF/m²",92 m²,80 m²,2,2,2,150000 CLP,,,,,,
551,"Hotel Sheraton , Cerro San Cristobal",Departamento,Publicado hace 2 días,2021-07-01,"Hotel Sheraton , Cerro San Cristobal, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",15,460.548,"0,37 UF/m²","0,34 UF/m²",42 m²,38 m²,1,1,1,90000 CLP,,,,,,
552, Ubicación  Amplitud  Categoría ,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Hernando De Aguirre 900 - 1200, Las Lilas, Providencia, RM (Metropolitana)",1.100.000,,"0,22 UF/m²",,170 m²,140 m²,4,3,2,300000 CLP,,,,,,
553,2d + 1b Sin Estacionamiento Ni Bodega Bajos Ggcc,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Ricardo Lyon 600 - 900, Los Leones, Providencia, RM (Metropolitana)",500.000,,"0,27 UF/m²","0,26 UF/m²",62 m²,62 m²,2,1,,,,,,,,
554,Llewellyn Jones / Eliodoro Yañez,Departamento,Publicado hace 2 días,2021-07-01,"Llewellyn Jones 1200 - 1500, Las Lilas, Providencia, RM (Metropolitana)",580.000,,"0,29 UF/m²","0,28 UF/m²",68 m²,62 m²,2,2,1,,,,,,,
555,1d 1b + Roller Blackout + Luces + Vista Despejada Piso Alto,Departamento,Publicado hace 2 días,2021-07-01,"Avenida El Cerro 1200 - 1500, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",480.000,,"0,34 UF/m²","0,34 UF/m²",47 m²,38 m²,1,1,1,,,,,,,
556,Suecia / El Vergel,Departamento,Publicado hace 2 días,2021-07-01,"Suecia / El Vergel, Los Leones, Providencia, RM (Metropolitana)",350.000,,"0,34 UF/m²","0,34 UF/m²",35 m²,35 m²,1,1,,,,,,,,
557,"Hermoso Depto Con Bella Vista Despejada, Metro Salvador",Departamento,Publicado hace 2 días,2021-07-01,"Avenida Providencia 300 - 600, Salvador, Providencia, RM (Metropolitana)",13,386.266,"0,29 UF/m²","0,34 UF/m²",45 m²,40 m²,1,1,,60000 CLP,,,,16 años,,
558,Dep. Amoblado De 1 Dorm Nva. Providencia,Departamento,Publicado hace 2 días,2021-07-01,"Nueva Providencia 1800 - 2100, Barrio El Golf, Las Condes, RM (Metropolitana)",380.000,,"0,35 UF/m²","0,37 UF/m²",37 m²,37 m²,1,1,,,,,,,,
559,Amplio Departamento En Providencia Hernando De Aguirre C...,Departamento,Publicado hace 2 días,2021-07-01,"Amplio Departamento En Providencia Hernando De Aguirre Cerca De Tobalaba, Las Lilas, Providencia, RM (Metropolitana)",26,772.533,"0,23 UF/m²",,115 m²,115 m²,3,4,2,225000 CLP,,,,,,
560,"Maravilloso Departamento En Último Piso, Vista Despejada",Departamento,Publicado hace 2 días,2021-07-01,"Avenida Francisco Bilbao 3300 - 3600, Metro Bilbao, Providencia, RM (Metropolitana)",22,653.682,"0,31 UF/m²","0,26 UF/m²",71 m²,67 m²,3,2,1,70000 CLP,,,,,,
561,"Departamento Amoblado En Arriendo, Los Leones, Providencia",Departamento,Publicado hace 2 días,2021-07-01,"Los Leones 2100 - 2400, Campus Oriente, Providencia, RM (Metropolitana)",20,615.649,"0,32 UF/m²","0,28 UF/m²",65 m²,62 m²,2,2,1,150000 CLP,,,,,,
562,Gran Depto 1d1b Estac/bodega En Providencia,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Pocuro 2100 - 2400, Providencia, RM (Metropolitana)",435.000,,"0,35 UF/m²","0,34 UF/m²",42 m²,40 m²,1,1,1,,,,,,,
563,Acogedor Y Luminoso Depto En Barrio Las Lilas,Departamento,Publicado hace 2 días,2021-07-01,"Amapolas 1200 - 1500, Las Lilas, Providencia, RM (Metropolitana)",530.000,,"0,33 UF/m²","0,34 UF/m²",53.34 m²,43 m²,1,1,1,115000 CLP,,,,,,
564,2 D / 2 B Con Estacionamiento En Providencia,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Los Leones 2100 - 2400, Campus Oriente, Providencia, RM (Metropolitana)",20,600.199,"0,28 UF/m²","0,28 UF/m²",72 m²,68 m²,2,2,1,150000 CLP,,,,,,
565,Se Arrienda Excelente Departamento De Tres Dormitorios,Departamento,Publicado hace 2 días,2021-07-01,"Luis Thayer Ojeda 900 - 1200, Manuel Montt, Providencia, RM (Metropolitana)",790.000,,"0,32 UF/m²","0,26 UF/m²",83 m²,80 m²,3,2,1,80000 CLP,,,,,,
566,Se Arrienda Amplio Departamento En Barrio Tranquilo.,Departamento,Publicado hace 2 días,2021-07-01,"Los Estanques 1800 - 2100, Pedro de Valdivia, Providencia, RM (Metropolitana)",650.000,,"0,26 UF/m²","0,28 UF/m²",85 m²,85 m²,2,2,1,170000 CLP,,,,,,
567,Ricardo Lyon - Pocuro,Departamento,Publicado hace 1 día,2021-07-01,"Avenida Ricardo Lyon 1500 - 1800, Providencia, RM (Metropolitana)",450.000,,"0,34 UF/m²","0,34 UF/m²",45 m²,43 m²,1,1,,,,,,,,
568,A 10 Minutos Metro Tobalaba - Vista Oriente - Est Y Bod,Departamento,Publicado hace 1 día,2021-07-01,"Avenida Luis Thayer Ojeda 855 - Departamento 300 - 600, Las Lilas, Providencia, RM (Metropolitana)",420.000,,"0,26 UF/m²","0,34 UF/m²",55 m²,45 m²,1,1,1,,,,,,,
569,"Propiedad: 180, 1d+1b+bod (180), Providencia",Departamento,Publicado hace 1 día,2021-07-01,"Avenida Providencia 300 - 600, Salvador, Providencia, RM (Metropolitana)",310.000,,"0,29 UF/m²","0,34 UF/m²",36 m²,36 m²,1,1,,,,,,,,
570,"Propiedad: 218, 1d+1b+est+bod (218), Providencia",Departamento,Publicado hace 1 día,2021-07-01,"Suecia 151 - Departamento 1608, Los Leones, Providencia, RM (Metropolitana)",398.000,,"0,37 UF/m²","0,34 UF/m²",36 m²,36 m²,1,1,1,,,,,,,
571,Arriendo Departamento Amoblado Santa Beatriz (4938),Departamento,Publicado hace 1 día,2021-07-01,"Santa Beatriz 50, Pedro de Valdivia, Providencia, RM (Metropolitana)",380.000,,"0,38 UF/m²","0,34 UF/m²",34 m²,30 m²,1,1,,,,,,,,
572,"Hermoso Depto, Excelente Conectividad ",Departamento,Publicado hace 1 día,2021-07-01,"Mardoqueo Fernández 101 - Departamento 900 - 1200, Los Leones, Providencia, RM (Metropolitana)",360.000,,"0,27 UF/m²","0,29 UF/m²",45 m²,45 m²,1,2,1,120000 CLP,,,,,,
573,Avenida Pocuro 2120,Departamento,Publicado hace 1 día,2021-07-01,"Avenida Pocuro 2100 - 2400, Providencia, RM (Metropolitana)",600.000,,"0,35 UF/m²","0,31 UF/m²",58 m²,58 m²,2,2,1,150000 CLP,,,,,,
574,Exelente  Departamento En Pleno Centro De Providencia ,Departamento,Publicado hace 1 día,2021-07-01,"Avenida Providencia 2400 - 2700, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",750.000,,"0,24 UF/m²",,105 m²,105 m²,3,3,,,,,,,,
575,Luminoso Departamento Con Vista Nororiente,Departamento,Publicado hace 1 día,2021-07-01,"Carmen Sylva 2700 - 3000, Las Lilas, Providencia, RM (Metropolitana)",520.000,,"0,29 UF/m²","0,31 UF/m²",60 m²,60 m²,2,2,1,,,,,,,
576,Barrio Municipalidad De Providencia Y Plaza Ambrosio Del Rio,Departamento,Publicado hace 1 día,2021-07-01,"Valenzuela Castillo 1500 - 1800, Pedro de Valdivia, Providencia, RM (Metropolitana)",390.000,,"0,29 UF/m²","0,34 UF/m²",45 m²,42 m²,1,1,1,75000 CLP,,,,,,
577,"El Canelo/ Av El Bosque, Providencia",Departamento,Publicado hace 1 día,2021-07-01,"El Canelo 2749 - Departamento 1 - 300, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",400.000,,"0,23 UF/m²","0,29 UF/m²",58 m²,55 m²,1,1,1,,,,,,,
578,"Av Ricardo Lyon/ Pocuro, Providencia",Departamento,Publicado hace 1 día,2021-07-01,"Av. Ricardo Lyon 1500 - 1800, Los Leones, Providencia, RM (Metropolitana)",400.000,,"0,24 UF/m²","0,34 UF/m²",55 m²,45 m²,1,1,1,,,,,,,
579,Santa Beatriz/ Av Providencia,Departamento,Publicado hace 1 día,2021-07-01,"Santa Beatriz 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",430.000,,"0,31 UF/m²","0,34 UF/m²",46 m²,42 m²,1,1,,70000 CLP,,,,,,
580,Ramón Sotomayor Valdés/ Entre Las Orquídeas Y Tobalaba,Departamento,Publicado hace 1 día,2021-07-01,"Ramón Sotomayor Valdés 2700 - 3000, Las Lilas, Providencia, RM (Metropolitana)",19,564.543,"0,26 UF/m²","0,28 UF/m²",74 m²,65 m²,2,2,1,170000 CLP,,,,,,
581,Departamento,Departamento,Publicado hace 1 día,2021-07-01,"El Vergel 2400 - 2700, Las Lilas, Providencia, RM (Metropolitana)",400.000,,"0,38 UF/m²","0,34 UF/m²",35 m²,30 m²,1,1,1,,,,,,,
582,Departamento Amoblado,Departamento,Publicado hace 1 día,2021-07-01,"Antonio Bellet 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",400.000,,"0,27 UF/m²","0,34 UF/m²",50 m²,47 m²,1,1,1,,,,,,,
583,Impecable Departamento 1 Dorm Casi Frente Plaza Las Lilas,Departamento,Publicado hace 1 día,2021-07-01,"Marcel Duhaut 2700 - 3000, Las Lilas, Providencia, RM (Metropolitana)",15,472.433,"0,33 UF/m²","0,34 UF/m²",48.64 m²,39.2 m²,1,1,1,,,,,,,
584,Sector Municipalidad,Departamento,Publicado hace 1 día,2021-07-01,"Valenzuela Castillo 1500 - 1800, Pedro de Valdivia, Providencia, RM (Metropolitana)",295.000,,"0,25 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,1,,,,,,,
585,Exelente Ubicacion Con Vida De Barrio,Departamento,Publicado hace 1 día,2021-07-01,"Pocuro 2100 - 2400, Manuel Montt, Providencia, RM (Metropolitana)",480.000,,"0,43 UF/m²","0,34 UF/m²",38 m²,38 m²,1,1,1,98000 CLP,,,,,,
586,"Departamento Amplio , Excelente Ubicación.",Departamento,Publicado hace 1 día,2021-07-01,"Suecia 1809 - Departamento 1 - 300, Providencia, RM (Metropolitana)",650.000,,"0,21 UF/m²","0,26 UF/m²",103 m²,90 m²,3,2,1,,,,,,,
587,Torres Tajamar Av Providencia,Departamento,Publicado hace 1 día,2021-07-01,"Avenida Providencia 900 - 1200, Salvador, Providencia, RM (Metropolitana)",410.000,,"0,22 UF/m²",,62 m²,62 m²,1,1,,,,,,,,
588,Padre Mariano / Metro Pedro De Valdivia,Departamento,Publicado hace 1 día,2021-07-01,"Padre Mariano 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",450.000,,"0,41 UF/m²","0,34 UF/m²",37 m²,37 m²,1,1,1,,,,,,,
589,Departamento Piso 18 Vista Despejada Sin Estacionamiento,Departamento,Publicado hace 1 día,2021-07-01,"Manuel Montt 1 - 300, Manuel Montt, Providencia, RM (Metropolitana)",360.000,,"0,32 UF/m²","0,34 UF/m²",38 m²,36 m²,1,1,,69500 CLP,,,,,,
590,Excelente Departamento 2 Dormitorios 1 Baño,Departamento,Publicado hace 1 día,2021-07-01,"Bustamante 1 - 300, Manuel Montt, Providencia, RM (Metropolitana)",380.000,,"0,3 UF/m²",,42 m²,42 m²,2,1,,70000 CLP,,,,10 años,,
591,Al Lado Del Club Providencia,Departamento,Publicado hace 1 día,2021-07-01,"La Brabanzón 2700 - 3000, Las Lilas, Providencia, RM (Metropolitana)",750.000,,"0,18 UF/m²","0,23 UF/m²",137 m²,110 m²,3,3,1,200000 CLP,,,,,,
592,Al Lado Del Club Providencia,Departamento,Publicado hace 1 día,2021-07-01,"La Brabanzón 2700 - 3000, Las Lilas, Providencia, RM (Metropolitana)",750.000,,"0,18 UF/m²","0,23 UF/m²",137 m²,110 m²,3,3,1,200000 CLP,,,,,,
593,Oportunidad Arriendo Dpto. Nuevo Claudio Arrau / 9 Piso,Departamento,Publicado hace 2 meses,2021-07-01,"Oportunidad Arriendo Dpto. Nuevo Claudio Arrau / 9 Piso, Barrancas, Pudahuel, RM (Metropolitana)",470.000,,"0,29 UF/m²",,55 m²,55 m²,2,2,,75000 CLP,,,,,,
594,Arriendo Dpto.claudio Arrau,Departamento,Publicado hace 2 meses,2021-07-01,"Arriendo Dpto.claudio Arrau, Barrancas, Pudahuel, RM (Metropolitana)",400.000,,"0,24 UF/m²",,55 m²,55 m²,2,2,,75000 CLP,,,,,,
595,"Departamento Mar Del Sur N°7343, Pudahuel",Departamento,Publicado hace 45 días,2021-07-01,"Mar Del Sur 7343, Barrancas, Pudahuel, RM (Metropolitana)",350.000,,"0,21 UF/m²",,55 m²,55 m²,2,1,1,,,,,,,
596,Metro Barrancas Tte Cruz 564,Departamento,Publicado hace 22 días,2021-07-01,"Teniente Cruz 300 - 600, Barrancas, Pudahuel, RM (Metropolitana)",380.000,,"0,27 UF/m²",,48 m²,46 m²,3,1,1,38000 CLP,,,,,,
597,Departamento Recién Remodelado,Departamento,Publicado hace 10 días,2021-07-01,"Viña Del Valle 8700 - 9000, Barrancas, Pudahuel, RM (Metropolitana)",350.000,,"0,22 UF/m²",,53 m²,50 m²,2,1,1,,,,,,,
598,"Amplio Depto. Cercano A Metro Barrancas, Pudahuel",Departamento,Publicado hace 1 día,2021-07-01,"Claudio Arrau 8100 - 8400, Barrancas, Pudahuel, RM (Metropolitana)",385.000,,"0,24 UF/m²",,54 m²,50 m²,2,1,1,35000 CLP,,,,,,
599,Los Cipreses 3422,Departamento,Publicado hace 7 meses,2021-07-01,"Los Cipreses 3422, Luis Matte Larraín, Puente Alto, RM (Metropolitana)",358.000,,"0,22 UF/m²",,55.37 m²,55.37 m²,3,1,1,58500 CLP,,,,,,
600,Departamento Interior ,Departamento,Publicado hace 51 días,2021-07-01,"Avenida Camilo Henríquez 3310, El Peral, Puente Alto, RM (Metropolitana)",250.000,,"0,42 UF/m²",,20 m²,20 m²,1,1,,,,,,,,
601,"Departamento 1° Piso, Con Bodega, Quilicura.",Departamento,Publicado hace 8 meses,2021-07-01,"Avenida General San Martín 376, Mall Arauco Quilicura, Quilicura, RM (Metropolitana)",490.000,,"0,24 UF/m²",,70 m²,70 m²,3,2,1,,,,,,,
602,Departamento En Arriendo Conjunto Quilicura,Departamento,Publicado hace 55 días,2021-07-01,"Pasaje Cuatro 1 - 300, Mall Arauco Quilicura, Quilicura, RM (Metropolitana)",330.000,,"0,16 UF/m²",,68 m²,68 m²,2,1,,,,,,,,
603,Gaspar De Orense 828,Departamento,Publicado hace 1 año,2021-07-01,"Gaspar De Orense 828, Blanqueado, Quinta Normal, RM (Metropolitana)",220.000,,"0,25 UF/m²",,30 m²,30 m²,1,1,,,,,,,,
604,Gaspar De Orense 897,Departamento,Publicado hace 1 año,2021-07-01,"Gaspar De Orense 897, Blanqueado, Quinta Normal, RM (Metropolitana)",300.000,,"0,28 UF/m²",,36 m²,36 m²,3,2,,,,,,,,
605,Villasana / Juan De Barros,Departamento,Publicado hace 1 año,2021-07-01,"Villasana / Juan De Barros, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",380.000,,"0,22 UF/m²",,58 m²,58 m²,2,2,,,,,,,,
606,Gaspar De Orense 828,Departamento,Publicado hace 1 año,2021-07-01,"Gaspar De Orense 828, Blanqueado, Quinta Normal, RM (Metropolitana)",250.000,,"0,26 UF/m²","0,25 UF/m²",32 m²,32 m²,2,1,,,,,,,,
607,Juan De Barros 3885,Departamento,Publicado hace 1 año,2021-07-01,"Juan De Barros 3885, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",360.000,,"0,26 UF/m²",,46 m²,43 m²,3,1,1,50000 CLP,,,,,,
608,Compañía 4464,Departamento,Publicado hace 1 año,2021-07-01,"Compañía 4464, Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",12,380.324,"0,21 UF/m²",,61 m²,55 m²,3,1,,,,,,,,
609,Santo Domingo 4259,Departamento,Publicado hace 1 año,2021-07-01,"Santo Domingo 4259, Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",235.000,,"0,12 UF/m²",,64 m²,31 m²,1,1,,35000 CLP,,,,,,
610,Nicolás Palacios 1350,Departamento,Publicado hace 1 año,2021-07-01,"Nicolás Palacios 1350, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",11,331.298,"0,29 UF/m²",,38 m²,30 m²,1,1,,,,,,,,
611,Nicolás Palacios 1350,Departamento,Publicado hace 1 año,2021-07-01,"Nicolás Palacios 1350, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",13,395.180,"0,27 UF/m²","0,25 UF/m²",50 m²,44 m²,2,1,,,,,,,,
612,Nicolás Palacios 1350,Departamento,Publicado hace 1 año,2021-07-01,"Nicolás Palacios 1350, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",14,424.893,"0,26 UF/m²",,54 m²,50 m²,3,1,,,,,,,,
613,Doctor García Guerrero 1214,Departamento,Publicado hace 1 año,2021-07-01,"Doctor García Guerrero 1214, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",360.000,,"0,19 UF/m²",,65 m²,65 m²,2,1,,,,,,,,
614,Juan De Barros 3885,Departamento,Publicado hace 10 meses,2021-07-01,"Juan De Barros 3885, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",330.000,,"0,24 UF/m²",,46 m²,43 m²,3,1,,50000 CLP,,,,,,
615,Villasana - Metro Gruta De Lourdes,Departamento,Publicado hace 8 meses,2021-07-01,"Villasana - Metro Gruta De Lourdes, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",325.000,,"0,25 UF/m²","0,25 UF/m²",43 m²,40 m²,2,1,,,,,,,,
