,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Gastos comunes,Estacionamientos,Antigüedad,Ambientes,Bodegas,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Orientación
95,Marin -dos Dormitorios - Dos Baños- Estacionamiento Y,Departamento,Publicado hace 27 días,2021-07-02,"Marín 245, Santa Isabel, Santiago, RM (Metropolitana)",350.000,,"0,21 UF/m²","0,84 UF/m²",55 m²,55 m²,2,2,70000 CLP,1,,,,,,,
96,Romero ,Departamento,Publicado hace 27 días,2021-07-02,"Romero 2569 - Departamento 1 - 300, Barrio Yungay, Santiago, RM (Metropolitana)",270.000,,"0,26 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,50000 CLP,,,,,,,,
97,Oportunidad Depto Amoblado 1d+1b Metro Santa Ana,Departamento,Publicado hace 27 días,2021-07-02,"Catedral 1289 - Departamento 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,28 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,,,,,,,,
98,Romero ,Departamento,Publicado hace 27 días,2021-07-02,"Romero 2569 - Departamento 1 - 300, Barrio Yungay, Santiago, RM (Metropolitana)",270.000,,"0,26 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,50000 CLP,,,,,,,,
99,Departamento 1 Ambiente Santa Lucia,Departamento,Publicado hace 27 días,2021-07-02,"Guayaquil 527, Santa Isabel, Santiago, RM (Metropolitana)",200.000,,"0,34 UF/m²","0,72 UF/m²",20 m²,20 m²,1,1,,,,,,,,,
100,"Excelente Ubicación, Moderno Y De Alto Estándar",Departamento,Publicado hace 27 días,2021-07-02,"Eleuterio Ramírez 825, Bulnes, Santiago, RM (Metropolitana)",280.000,,"0,23 UF/m²","0,72 UF/m²",41 m²,38 m²,1,1,,,,,,,,,
101,Departamento 2 Dormitorios A Pasos Del Metro Irarrázabal,Departamento,Publicado hace 2 días,2021-07-02,"Vicuña Mackenna 600 - 900, Barrio Diez de Julio, Santiago, RM (Metropolitana)",340.000,,"0,29 UF/m²","0,26 UF/m²",40 m²,40 m²,2,1,46000 CLP,,,,,,,,
102,Se Arrienda Departamento 1 Dormitorio Con Bodega,Departamento,Publicado hace 27 días,2021-07-02,"Romero 2100 - 2400, Barrio Yungay, Santiago, RM (Metropolitana)",230.000,,"0,2 UF/m²","0,72 UF/m²",38.1 m²,37 m²,1,1,35000 CLP,,,,,,,,
103,Se Arrienda Departamento 1 Dormitorio Con Bodega,Departamento,Publicado hace 27 días,2021-07-02,"Romero 2100 - 2400, Barrio Yungay, Santiago, RM (Metropolitana)",230.000,,"0,2 UF/m²","0,72 UF/m²",38.1 m²,37 m²,1,1,35000 CLP,,,,,,,,
104,Santo Domingo - San Antonio,Departamento,Publicado hace 27 días,2021-07-02,"Santo Domingo 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,23 UF/m²","0,72 UF/m²",37 m²,34 m²,1,1,,,,,,,,,
105,Cómo Departamento En Santiago Centro ,Departamento,Publicado hace 27 días,2021-07-02,"Argomedo 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,23 UF/m²","0,72 UF/m²",48.5 m²,45 m²,1,1,,,,,,,,,
106,"Hermoso Y Cómo Departamento En Vicuña Mackenna, Frente",Departamento,Publicado hace 27 días,2021-07-02,"Vicuña Mackenna 1200 - 1500, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",550.000,,"0,41 UF/m²","0,32 UF/m²",45 m²,45 m²,2,2,,1,,,,,,,
107,Bello Departamento En Santiago Centro - Argomedo,Departamento,Publicado hace 27 días,2021-07-02,"Argomedo 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",550.000,,"0,41 UF/m²","0,26 UF/m²",45 m²,45 m²,2,2,,1,,,,,,,
108,Edificio Gran Santiago - Mono Ambiente - Amoblado,Departamento,Publicado hace 26 días,2021-07-02,"Huérfanos 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",220.000,,"0,32 UF/m²","0,72 UF/m²",23 m²,23 m²,1,1,45000 CLP,,,,,,,,
109,Edificio Gran Santiago - Mono Ambiente - Amoblado,Departamento,Publicado hace 26 días,2021-07-02,"Huérfanos 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",220.000,,"0,32 UF/m²","0,72 UF/m²",23 m²,23 m²,1,1,45000 CLP,,,,,,,,
110,Departamento Amunategui Con Santo Domingo ,Departamento,Publicado hace 26 días,2021-07-02,"Amunátegui 573 - Departamento 1603, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",210.000,,"0,23 UF/m²","0,72 UF/m²",31 m²,29 m²,1,1,70000 CLP,,,,,,,,
111,"Constructora Almagro Dpto Nuevo, Metro Santa Ana",Departamento,Publicado hace 26 días,2021-07-02,"General Mackenna 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,27 UF/m²","0,26 UF/m²",45 m²,45 m²,2,1,,1,,,,,,,
112,"Constructora Almagro Dpto Nuevo, Metro Santa Ana",Departamento,Publicado hace 26 días,2021-07-02,"General Mackenna 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",310.000,,"0,32 UF/m²","0,72 UF/m²",33 m²,33 m²,1,1,,1,,,,,,,
113,Departamento A Pasos De Estacion De Metro,Departamento,Publicado hace 2 días,2021-07-02,"Almirante Barroso 1 - 300, Barrio Brasil, Santiago, RM (Metropolitana)",260.000,,"0,22 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,,
114,Metro Santa Ana,Departamento,Publicado hace 26 días,2021-07-02,"Mario Kreutzberger 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",210.000,,"0,26 UF/m²","0,72 UF/m²",27 m²,27 m²,1,1,,,,,,,,,
115,"Santa Rosa, Departamento Semi Amoblado",Departamento,Publicado hace 26 días,2021-07-02,"Avenida Santa Rosa 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,27 UF/m²","0,72 UF/m²",37 m²,32 m²,1,1,,,,,,,,,
116,Metro Bellas Artes,Departamento,Publicado hace 26 días,2021-07-02,"Monjitas 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,23 UF/m²","0,72 UF/m²",36 m²,34 m²,1,1,,,,,,,,,
117,"Arriendo Departamento 1 Dormitorio, Metro U De Chile",Departamento,Publicado hace 26 días,2021-07-02,"Tarapaca 876 - Departamento 706, Bulnes, Santiago, RM (Metropolitana)",248.000,,"0,28 UF/m²","0,72 UF/m²",30 m²,27 m²,1,1,,,,,,,,,
118,Acogedor Departamento ,Departamento,Publicado hace 26 días,2021-07-02,"Tarapacá 600 - 900, Bulnes, Santiago, RM (Metropolitana)",395.000,,"0,26 UF/m²","0,26 UF/m²",51 m²,45 m²,2,2,,,,,,,,,
119,Blanco Encalada,Departamento,Publicado hace 26 días,2021-07-02,"Avenida Almirante Blanco Encalada 2400 - 2700, Barrio República, Santiago, RM (Metropolitana)",350.000,,"0,33 UF/m²","0,72 UF/m²",36 m²,32 m²,1,1,,1,,,,,,,
120,Departamento Remodelado,Departamento,Publicado hace 25 días,2021-07-02,"Carmen 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",355.000,,"0,24 UF/m²","0,26 UF/m²",50 m²,50 m²,2,1,,,,,,,,,
121,Departamento A Pasos Metro Santa Ana ,Departamento,Publicado hace 2 días,2021-07-02,"San Martín 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",295.000,,"0,28 UF/m²","0,72 UF/m²",36 m²,32 m²,1,1,42000 CLP,,,,,,,,
122,Arriendo Excelente Y Amplio Departamento Barrio Lastarria 4d,Departamento,Publicado hace 25 días,2021-07-02,"Merced 300 - 600, Barrio Lastarria, Santiago, RM (Metropolitana)",800.000,,"0,13 UF/m²",,200 m²,160 m²,4,3,,,,,,,,,
123,Departamento Manuel Rodiguez,Departamento,Publicado hace 25 días,2021-07-02,"Manuel Rodriguez 1 - 300, Franklin - Biobío, Santiago, RM (Metropolitana)",350.000,,"0,23 UF/m²","0,26 UF/m²",52 m²,50 m²,2,2,70000 CLP,,,,,,,,
124,Ismael Valdés Vergara 492,Departamento,Publicado hace 25 días,2021-07-02,"Ismael Valdés Vergara 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",200.000,,"0,27 UF/m²","0,72 UF/m²",25 m²,25 m²,1,1,60000 CLP,,,,,,,,
125,"Metro Franklin - Barrio Franklin, A Pasos Del Persa Bío",Departamento,Publicado hace 25 días,2021-07-02,"Chiloé 1800 - 2100, Franklin - Biobío, Santiago, RM (Metropolitana)",420.000,,"0,26 UF/m²","0,26 UF/m²",53.47 m²,47.26 m²,2,2,,1,,,,,,,
126,   Morande -santo Domingo  -opción Estacionamiento ,Departamento,Publicado hace 25 días,2021-07-02,"Morande 617 - Departamento 2207, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,"0,21 UF/m²","0,72 UF/m²",44 m²,38 m²,1,1,,,,,,,,,
127,Disponibilidad Inmediata,Departamento,Publicado hace 25 días,2021-07-02,"Morande 580 - Departamento 1910, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,27 UF/m²","0,72 UF/m²",37.84 m²,33.84 m²,1,1,,,,,,,,,
128,"Becor Arrienda Departamento En Santa Victoria, Santiago",Departamento,Publicado hace 25 días,2021-07-02,"Santa Victoria 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",380.000,,"0,21 UF/m²","0,21 UF/m²",61 m²,61 m²,2,2,100000 CLP,,,,,,,,
129,"Excelente Departamento, Sector Privilegiado",Departamento,Publicado hace 25 días,2021-07-02,"San Isidro 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",270.000,,"0,22 UF/m²","0,72 UF/m²",41 m²,41 m²,1,1,,,,,,,,,
130, Departamento A Pasos Del Metro Unión Lat. Y República,Departamento,Publicado hace 24 días,2021-07-02,"Avenida España 77, Barrio República, Santiago, RM (Metropolitana)",320.000,,"0,22 UF/m²","0,26 UF/m²",48 m²,45 m²,2,2,60000 CLP,,,,,,,,
131,Disfruta Una Terraza Con Jardín Todo El Día.,Departamento,Publicado hace 24 días,2021-07-02,"García Reyes 1 - 300, Barrio Yungay, Santiago, RM (Metropolitana)",250.000,,"0,26 UF/m²","0,72 UF/m²",32 m²,30 m²,1,1,65000 CLP,,,,,,,,
132,Depto 2d 2b Morandé Con Huérfanos,Departamento,Publicado hace 24 días,2021-07-02,"Morandé 900 - 1200, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",400.000,,"0,21 UF/m²","0,21 UF/m²",65 m²,61 m²,2,2,,,,,,,,,
133,Moderno Depto. Cercano Metro Santa Ana ,Departamento,Publicado hace 24 días,2021-07-02,"San Martín 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,"0,28 UF/m²","0,72 UF/m²",34 m²,34 m²,1,1,,,,,,,,,
134,Excelente Departamento De 2 Habitaciones,Departamento,Publicado hace 24 días,2021-07-02,"San Martín 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",320.000,,"0,33 UF/m²","0,26 UF/m²",33 m²,33 m²,2,1,,,,,,,,,
135,"Hermoso Y Amplio Departamento 1 Dormitorio, Bajos Gc",Departamento,Publicado hace 24 días,2021-07-02,"Avenida Portugal 112, Santa Isabel, Santiago, RM (Metropolitana)",320.000,,"0,24 UF/m²","0,72 UF/m²",45 m²,45 m²,1,1,,,,,,,,,
136,Departament Arriendo/metro Ñuble,Departamento,Publicado hace 24 días,2021-07-02,"Vicuña Mackenna 1500 - 1800, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",300.000,,"0,24 UF/m²","0,26 UF/m²",42 m²,38 m²,2,1,60000 CLP,,,,,,,,
137,Estupendo Departamento En Calle San Martín,Departamento,Publicado hace 24 días,2021-07-02,"San Martín 1 - 300, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,16 UF/m²","0,21 UF/m²",62 m²,58 m²,2,2,53000 CLP,,,,,,,,
138,Dpto Cercano Al Metro Santa Isabel,Departamento,Publicado hace 24 días,2021-07-02,"Santa Isabel 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",380.000,,"0,24 UF/m²","0,26 UF/m²",54 m²,50 m²,2,2,,1,,,,,,,
139,"Moderno, Internet Y Gasto Común Incluido/metro Bellas",Departamento,Publicado hace 24 días,2021-07-02,"Ismael Valdés Vergara 419, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",330.000,,"0,48 UF/m²","0,72 UF/m²",23 m²,23 m²,1,1,,,,,,,,,
140,A Pasos Metro Matta 1d. 1b,Departamento,Publicado hace 8 días,2021-07-02,"Carmen 1153 - Departamento 600 - 900, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",260.000,,"0,3 UF/m²","0,72 UF/m²",29 m²,29 m²,1,1,60000 CLP,,,,,,,,
141,Arriendo  Luminoso Departamento,Departamento,Publicado hace 24 días,2021-07-02,"San Isidro 292 - Departamento 1800 - 2100, Santa Isabel, Santiago, RM (Metropolitana)",340.000,,"0,3 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,,,,,,,,,
142,Departamento  A Pasos Del Metro Y Museo Bellas Artes ,Departamento,Publicado hace 24 días,2021-07-02,"Monjitas 300 - 600, Barrio Lastarria, Santiago, RM (Metropolitana)",240.000,,"0,21 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,45000 CLP,,,,,,,,
143,"Mac-iver Con Sto. Domingo, Metro Bellas Artes",Departamento,Publicado hace 24 días,2021-07-02,"Santo Domingo 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",240.000,,"0,22 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,45000 CLP,,,,,,,,
144,"San Martin 2d1b+terraza Semi Amoblado, Santiago",Departamento,Publicado hace 24 días,2021-07-02,"San Martín 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",340.000,,"0,23 UF/m²","0,26 UF/m²",49 m²,45 m²,2,1,75000 CLP,,,,,,,,
145,A Pocas Cuadras Del Metro Bellas Artes,Departamento,Publicado hace 13 días,2021-07-02,"Santo Domingo 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",380.000,,"0,25 UF/m²","0,84 UF/m²",51 m²,51 m²,2,2,70000 CLP,,,,,,,,
146,Departamento Santiago Centro,Departamento,Publicado hace 24 días,2021-07-02,"General Jofré 202, Santa Isabel, Santiago, RM (Metropolitana)",340.000,,"0,27 UF/m²","0,72 UF/m²",42 m²,40 m²,1,1,50000 CLP,,,,,,,,
147,Excelente Departamento Concepto Imagina,Departamento,Publicado hace 24 días,2021-07-02,"Eleuterio Ramirez 780 - Departamento 401, Franklin - Biobío, Santiago, RM (Metropolitana)",320.000,,"0,31 UF/m²","0,72 UF/m²",35 m²,33 m²,1,1,55000 CLP,,,,,,,,
148,Remodelado / Luminoso / Metro Toesca ,Departamento,Publicado hace 24 días,2021-07-02,"Echaurren 300 - 600, Barrio República, Santiago, RM (Metropolitana)",450.000,,"0,29 UF/m²","0,26 UF/m²",53 m²,50 m²,2,2,60000 CLP,1,,,,,,,
149,Requisitos Negociables/entrega Inmediata,Departamento,Publicado hace 24 días,2021-07-02,"Avenida Brasil 601 - Departamento 1 - 300, Barrio Brasil, Santiago, RM (Metropolitana)",260.000,,"0,27 UF/m²","0,72 UF/m²",33 m²,33 m²,1,1,,,,,,,,,
150,"Carmen / Sta Victoria 2d1b+terraza, Santiago",Departamento,Publicado hace 24 días,2021-07-02,"Santa Victoria 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",340.000,,"0,25 UF/m²","0,26 UF/m²",46 m²,46 m²,2,1,,,,,,,,,
151,Céntrico Depto Amoblado (opcional),Departamento,Publicado hace 24 días,2021-07-02,"Santo Domingo 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",310.000,,"0,27 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,,,,,,,,
152,"Frente Metro Ñuble Dpto 3 Dormitorios, 2b +",Departamento,Publicado hace 24 días,2021-07-02,"Vicuña Mackenna 1751 - Departamento 1200 - 1500, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",450.000,,"0,23 UF/m²","0,21 UF/m²",65 m²,65 m²,3,2,90000 CLP,1,,,,,,,
153,"1d 1b Av. Manuel Antonio Matta 52,santiago Centro",Departamento,Publicado hace 24 días,2021-07-02,"Avenida Manuel Antonio Matta 1 - 300, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",310.000,,"0,33 UF/m²","0,72 UF/m²",32 m²,30 m²,1,1,,,,,,,,,
154,Depto 1 Dormitorio A Pasos De Metro U. De Chile,Departamento,Publicado hace 23 días,2021-07-02,"Serrano 266 - Departamento 2100 - 2400, Bulnes, Santiago, RM (Metropolitana)",240.000,,"0,23 UF/m²","0,72 UF/m²",35 m²,34 m²,1,1,,,,,,,,,
155,Excelente Departamento Amoblado 2 Dormitorios,Departamento,Publicado hace 23 días,2021-07-02,"Santo Domingo 900 - 1200, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",480.000,,"0,25 UF/m²","0,21 UF/m²",65 m²,60 m²,2,2,,,,,,,,,
156,Departamento Estudio Vicuña Mackenna Metro Santa Isabel,Departamento,Publicado hace 23 días,2021-07-02,"Vicuña Mackenna 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",210.000,,"0,32 UF/m²","0,72 UF/m²",22 m²,22 m²,1,1,,,,,,,,,
157,Estudio,Departamento,Publicado hace 23 días,2021-07-02,"Lord Cochrane 209, Bulnes, Santiago, RM (Metropolitana)",230.000,,"0,23 UF/m²","0,72 UF/m²",33 m²,33 m²,1,1,,,,,,,,,
158,Departamento Amoblado San Pablo _ San Martin ,Departamento,Publicado hace 23 días,2021-07-02,"San Pablo 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,26 UF/m²","0,26 UF/m²",47 m²,47 m²,2,1,,,,,,,,,
159,Departamento 2d 1 Baño Santa Isabel ,Departamento,Publicado hace 23 días,2021-07-02,"Santa Isabel 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,29 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,,,,,,,,,
160,G Bulnes Impecable ,Departamento,Publicado hace 23 días,2021-07-02,"General Bulnes 600 - 900, Barrio Yungay, Santiago, RM (Metropolitana)",240.000,,"0,17 UF/m²","0,72 UF/m²",48 m²,48 m²,1,1,,,,,,,,,
161,Con Bodega,Departamento,Publicado hace 23 días,2021-07-02,"Manuel Antonio Tocornal 624, Santa Isabel, Santiago, RM (Metropolitana)",280.000,,"0,25 UF/m²","0,72 UF/m²",37 m²,35 m²,1,1,,,,,,,,,
162,Amunategui / Con Terraza,Departamento,Publicado hace 23 días,2021-07-02,"San Pablo 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,"0,19 UF/m²","0,72 UF/m²",50 m²,42 m²,1,1,55000 CLP,,,,,,,,
163,Carmen / Marcoleta ,Departamento,Publicado hace 23 días,2021-07-02,"Carmen 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,32 UF/m²","0,72 UF/m²",32 m²,32 m²,1,1,,,,,,,,,
164,Santa Victoria / Carmen ,Departamento,Publicado hace 23 días,2021-07-02,"Santa Victoria 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",320.000,,"0,31 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,,
165,"Metro Santa Lucía 1d1b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"San Isidro 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",250.000,,"0,26 UF/m²","0,72 UF/m²",32 m²,32 m²,1,1,40000 CLP,,,,,,,,
166,Catedral - Metro Santa Ana,Departamento,Publicado hace 23 días,2021-07-02,"Catedral 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",390.000,,"0,21 UF/m²","0,21 UF/m²",64 m²,55 m²,2,2,,1,,,,,,,
167,Mario Kreuzberger Con Estacionamiento Y Bodega ,Departamento,Publicado hace 23 días,2021-07-02,"Mario Kreutzberger 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",320.000,,"0,34 UF/m²","0,72 UF/m²",32 m²,32 m²,1,1,,1,,,,,,,
168,Estudio Con Estacionamiento Y Bodega,Departamento,Publicado hace 23 días,2021-07-02,"Santa Isabel 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",290.000,,"0,36 UF/m²","0,72 UF/m²",27 m²,26 m²,1,1,,1,,,,,,,
169,Cercano A Metro Sta Lucia,Departamento,Publicado hace 23 días,2021-07-02,"Carmen 120, Santa Isabel, Santiago, RM (Metropolitana)",430.000,,"0,24 UF/m²","0,21 UF/m²",60.58 m²,54.45 m²,2,2,,,,,,,,,
170,"Lindo Depto 1 Dormitorio, Metro Sta Ana - Mario Kreutzberger",Departamento,Publicado hace 23 días,2021-07-02,"Mario Kreutzberger 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,28 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,55000 CLP,,,,,,,,
171,"Carmen 368 - Departamento 1d1b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Carmen 368 - Departamento 1d1b, Santa Isabel, Santiago, RM (Metropolitana)",312.000,,"0,3 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,62000 CLP,,,,,,,,
172,"Maule 150 - Departamento 1d1b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Maule 150 - Departamento 1d1b, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",294.000,,"0,33 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,56000 CLP,,,,,,,,
173,"Morandé 924 - Departamento 1d1b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Morandé 924 - Departamento 1d1b, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",303.000,,"0,3 UF/m²","0,72 UF/m²",34 m²,34 m²,1,1,62000 CLP,,,,,,,,
174,"Santa Isabel 55 - Departamento 1d1b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Santa Isabel 55 - Departamento 1d1b, Santa Isabel, Santiago, RM (Metropolitana)",292.000,,"0,36 UF/m²","0,72 UF/m²",27 m²,27 m²,1,1,56000 CLP,,,,,,,,
175,"Sara Del Campo 535 - Departamento 1d1b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Sara Del Campo 535 - Departamento 1d1b, Santa Isabel, Santiago, RM (Metropolitana)",285.000,,"0,29 UF/m²","0,72 UF/m²",33.12 m²,31 m²,1,1,65000 CLP,,,,,,,,
176,Cómodo Estudio Amoblado Lastarria,Departamento,Publicado hace 23 días,2021-07-02,"José Victorino Lastarria 1 - 300, Barrio Lastarria, Santiago, RM (Metropolitana)",250.000,,"0,28 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,,
177,"Santa Rosa 237 - Departamento 2d2b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Santa Rosa 237 - Departamento 2d2b, Bulnes, Santiago, RM (Metropolitana)",358.000,,"0,27 UF/m²","0,26 UF/m²",44 m²,44 m²,2,2,74000 CLP,,,,,,,,
178,"Sara Del Campo 535 - Departamento 2d2b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Sara Del Campo 535 - Departamento 2d2b, Santa Isabel, Santiago, RM (Metropolitana)",379.000,,"0,28 UF/m²","0,26 UF/m²",45.14 m²,42.71 m²,2,2,83000 CLP,,,,,,,,
179,"Santa Isabel 55 - Departamento 2d2b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Santa Isabel 55 - Departamento 2d2b, Santa Isabel, Santiago, RM (Metropolitana)",388.000,,"0,31 UF/m²","0,26 UF/m²",42 m²,42 m²,2,2,80000 CLP,,,,,,,,
180,"Santa Rosa 237 - Departamento 2d2b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Santa Rosa 237 - Departamento 2d2b, Bulnes, Santiago, RM (Metropolitana)",375.000,,"0,27 UF/m²","0,26 UF/m²",46 m²,44 m²,2,2,74000 CLP,,,,,,,,
181,"Sara Del Campo 535 - Departamento 2d2b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Sara Del Campo 535 - Departamento 2d2b, Santa Isabel, Santiago, RM (Metropolitana)",392.000,,"0,26 UF/m²","0,84 UF/m²",51 m²,51 m²,2,2,86000 CLP,,,,,,,,
182,"Sara Del Campo 535 - Departamento 1d1b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Sara Del Campo 535 - Departamento 1d1b, Santa Isabel, Santiago, RM (Metropolitana)",285.000,,"0,29 UF/m²","0,72 UF/m²",33.12 m²,31 m²,1,1,65000 CLP,,,,,,,,
183,"Santa Isabel 55 - Departamento 1d1b, Santiago",Departamento,Publicado hace 23 días,2021-07-02,"Santa Isabel 55 - Departamento 1d1b, Santa Isabel, Santiago, RM (Metropolitana)",292.000,,"0,36 UF/m²","0,72 UF/m²",27 m²,27 m²,1,1,56000 CLP,,,,,,,,
184,Año Corrido. Sta Isabel Al Llegar A V. Mackenna.,Departamento,Publicado hace 23 días,2021-07-02,"Año Corrido. Sta Isabel Al Llegar A V. Mackenna., Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,21 UF/m²","0,22 UF/m²",54 m²,54 m²,2,1,,,,,,,,,
